_id,BALCONY_GUARDS,CONFIRMED_STOREYS,CONFIRMED_UNITS,ELEVATORS,ENTRANCE_DOORS_WINDOWS,ENTRANCE_LOBBY,EVALUATION_COMPLETED_ON,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,GARBAGE_BIN_STORAGE_AREA,GARBAGE_CHUTE_ROOMS,GRAFFITI,INTERIOR_LIGHTING_LEVELS,INTERIOR_WALL_CEILING_FLOOR,INTERNAL_GUARDS_HANDRAILS,LAUNDRY_ROOMS,NO_OF_AREAS_EVALUATED,OTHER_FACILITIES,PARKING_AREA,PROPERTY_TYPE,RESULTS_OF_SCORE,RSN,SCORE,SECURITY,SITE_ADDRESS,STAIRWELLS,STORAGE_AREAS_LOCKERS,WARD,WATER_PEN_EXT_BLDG_ELEMENTS,YEAR_BUILT,YEAR_REGISTERED
2931,5,9,113,4,5,5,11/04/2019,4,5,5,5,4,5,5,5,5,4,20,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154895,94,5,7  ROANOKE RD ,5,4,16,5,1963,2017
2932,NA,12,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,Evaluation needs to be conducted in 3 years,4154900,87,NA,105  ROWENA DR ,NA,NA,16,NA,1966,2017
2933,5,6,65,4,4,5,11/04/2019,4,4,5,4,3,5,4,3,5,4,18,N/A,5,PRIVATE,Evaluation needs to be conducted in 3 years,4154904,86,5,66  PARKWOODS VILLAGE DR ,5,N/A,16,3,1962,2017
2934,3,7,81,4,4,4,03/05/2019,3,4,4,4,3,5,4,4,4,4,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154912,76,4,71  PARKWOODS VILLAGE DR ,4,N/A,16,3,1962,NA
2935,4,7,63,4,4,3,03/06/2019,3,3,2,3,3,5,4,4,4,4,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154918,73,5,1284  YORK MILLS RD ,4,4,16,3,1959,2018
2936,3,4,58,4,4,4,01/03/2018,3,3,3,3,4,4,3,3,4,3,18,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4154923,70,4,1244  YORK MILLS RD ,3,4,16,4,1961,2017
2937,4,6,100,4,4,4,10/28/2019,5,4,4,4,4,5,4,4,3,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155444,81,4,70  REXDALE BLVD ,4,N/A,01,4,1969,2017
2938,N/A,13,176,3,3,4,12/06/2018,4,3,4,4,4,4,5,3,3,4,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155460,72,3,40  STEVENSON RD ,3,N/A,01,4,1970,2017
2939,5,12,95,2,4,5,01/11/2019,5,4,3,4,3,5,5,5,3,3,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155462,79,4,41  GARFELLA DR ,4,N/A,01,4,1970,2019
2940,4,8,61,4,4,4,01/10/2018,5,4,4,4,4,5,3,4,4,4,19,5,4,TCHC,Evaluation needs to be conducted in 3 years,4155823,81,4,246  SACKVILLE ST ,3,N/A,13,4,2009,2017
2941,N/A,3,31,N/A,4,4,01/30/2019,3,3,3,3,N/A,4,4,4,3,3,15,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4155829,71,5,2676  YONGE ST ,3,3,08,4,1940,2017
2942,3,3,32,4,3,3,03/13/2019,3,3,3,4,3,5,3,3,4,3,20,3,3,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4155840,67,5,300  SHAW ST ,3,3,11,3,1966,2017
2943,5,28,216,4,4,5,11/27/2019,4,5,5,4,5,5,4,5,4,4,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4156003,87,4,33  ROSEHILL AVE ,4,4,12,4,1969,2017
2944,5,23,336,5,5,5,11/04/2019,5,5,4,4,4,5,5,5,5,5,18,N/A,2,PRIVATE,Evaluation needs to be conducted in 3 years,4156013,91,5,255  GLENLAKE AVE ,4,N/A,04,4,1986,2017
2945,5,4,48,N/A,4,4,03/13/2019,4,3,3,3,4,5,5,5,4,5,18,4,3,TCHC,Evaluation needs to be conducted in 3 years,4156733,82,5,135  NEPTUNE DR ,4,N/A,08,4,1974,2017
2946,5,4,48,N/A,4,4,03/13/2019,4,3,3,3,4,4,5,5,4,5,18,4,3,TCHC,Evaluation needs to be conducted in 3 years,4156735,81,5,155  NEPTUNE DR ,4,N/A,08,4,1974,2017
2947,N/A,4,47,N/A,4,4,03/14/2019,4,4,4,4,N/A,5,4,4,4,4,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4156738,81,4,170  ISLINGTON AVE ,4,N/A,03,4,1951,2017
2948,4,8,67,3,4,3,11/21/2019,2,2,3,2,2,3,3,2,3,2,19,N/A,2,PRIVATE,Evaluation needs to be conducted in 1 year,4152642,52,3,1651  VICTORIA PARK AVE ,2,2,21,2,1964,2017
2949,2,5,21,3,2,2,11/04/2019,3,3,3,4,N/A,5,3,2,2,2,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4153046,56,5,83  INDIAN RD ,2,N/A,04,2,1960,2017
2950,N/A,11,299,4,3,3,01/08/2018,3,3,4,4,3,5,4,3,3,4,18,3,3,TCHC,Evaluation needs to be conducted in 2 years,4153063,70,4,20  WEST LODGE AVE ,4,N/A,04,3,1959,2017
2951,3,3,26,N/A,3,3,11/04/2019,3,3,3,4,N/A,5,4,3,3,3,15,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4153064,68,5,12  LANSDOWNE AVE ,3,N/A,04,3,1979,2017
2952,3,4,15,N/A,4,3,11/04/2019,2,3,4,3,N/A,5,3,3,2,3,15,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 1 year,4153071,63,5,467  RONCESVALLES AVE ,2,N/A,04,2,1920,2018
2953,4,3,12,N/A,4,3,03/04/2019,3,3,4,4,N/A,4,2,2,3,2,15,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 1 year,4153074,63,4,1505  DUNDAS ST W,2,N/A,09,3,1911,2017
2954,4,24,172,4,4,4,12/14/2018,3,4,4,4,3,5,3,4,4,4,20,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153514,75,4,15  DUNDONALD ST ,4,3,13,3,1970,2017
2955,4,9,79,4,4,3,12/03/2019,3,3,3,3,N/A,5,4,3,4,3,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153521,73,5,135  ISABELLA ST ,3,4,13,4,1960,2017
2956,4,14,95,4,4,4,11/28/2017,3,3,4,4,N/A,4,3,3,3,3,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153523,68,4,540  SHERBOURNE ST ,2,N/A,13,3,1967,2017
2957,NA,23,4111,NA,NA,NA,12/03/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,Evaluation needs to be conducted in 3 years,4153540,92,NA,66  ISABELLA ST ,NA,NA,13,NA,2016,2017
2958,5,11,262,4,5,4,12/03/2019,4,4,3,3,4,5,4,4,4,3,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153544,78,4,108  ISABELLA ST ,4,3,13,4,1959,2017
2959,4,29,584,4,4,4,01/07/2019,4,3,3,4,4,5,4,3,4,3,18,N/A,2,PRIVATE,Evaluation needs to be conducted in 2 years,4154037,74,4,7  CRESCENT PL ,4,N/A,19,4,1971,2017
2960,N/A,3,57,N/A,3,4,01/02/2019,4,3,3,3,N/A,5,4,3,4,4,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154059,74,4,127  GLENWOOD CRES ,4,3,19,4,1955,2017
2961,4,4,31,N/A,3,4,12/13/2018,4,4,3,4,N/A,5,4,3,4,4,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154067,76,4,2890  ST CLAIR AVE E,4,N/A,19,4,1960,2017
2962,N/A,4,26,N/A,4,3,02/11/2019,4,3,3,4,N/A,5,3,4,5,4,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154563,78,4,6  SARANAC BLVD ,4,4,08,4,1953,2017
2963,N/A,3,11,N/A,3,3,02/04/2019,3,3,4,2,N/A,5,3,3,3,3,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154566,64,4,96  MULHOLLAND AVE ,3,N/A,08,3,1960,2017
2964,4,12,117,4,4,4,11/28/2019,4,4,4,4,3,4,4,3,3,4,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154931,76,5,21  TICHESTER RD ,4,3,12,3,1956,2017
2965,4,17,81,5,5,5,03/13/2019,4,3,3,4,4,5,4,4,4,4,20,4,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154932,82,5,250  HEATH ST W,4,4,12,4,1975,2017
2966,N/A,4,36,N/A,4,3,11/28/2019,4,4,4,4,N/A,5,5,4,3,3,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154949,78,5,1554  BATHURST ST ,4,4,12,3,1926,2017
2967,4,6,42,4,3,3,03/13/2019,3,3,3,4,N/A,5,3,3,4,3,18,N/A,2,PRIVATE,Evaluation needs to be conducted in 2 years,4154953,68,4,1516  BATHURST ST ,4,2,12,4,1959,2017
2968,5,7,61,N/A,4,4,03/01/2019,4,4,4,4,N/A,5,5,4,5,4,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154963,85,5,40  RAGLAN AVE ,4,N/A,12,3,1960,2017
2969,N/A,4,40,N/A,4,4,02/28/2019,5,4,4,3,N/A,5,4,5,5,N/A,14,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154966,87,4,98  VAUGHAN RD ,5,N/A,12,5,1963,2017
2970,5,4,36,N/A,3,3,10/31/2019,4,4,3,2,N/A,5,3,3,4,3,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155479,69,5,2311  LAKE SHORE BLVD W,3,2,03,4,1961,2017
2971,3,7,55,3,3,3,10/31/2019,3,4,4,4,N/A,5,4,3,3,3,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155486,70,5,4  SUPERIOR AVE ,3,3,03,4,1965,2017
2972,4,5,47,3,3,3,10/31/2019,3,4,4,4,N/A,5,4,3,3,3,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155487,72,5,2  SUPERIOR AVE ,3,N/A,03,4,1965,2017
2973,N/A,3,16,N/A,3,3,02/14/2019,4,3,3,3,N/A,4,4,3,3,3,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 1 year,4155865,65,3,50  GLEN EVEREST RD ,2,N/A,20,4,1952,2018
2974,NA,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,Evaluation needs to be conducted in 1 year,4155874,65,NA,5  BIRCHLEA AVE ,NA,NA,03,NA,1955,NA
2975,5,3,11,N/A,5,5,02/15/2019,5,N/A,3,4,N/A,5,5,5,4,5,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155878,93,5,60  WASDALE CRES ,4,5,08,5,1960,2017
2976,4,3,64,4,5,5,11/05/2019,3,5,4,4,4,5,5,5,4,4,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4156020,84,5,11  ROCHEFORT DR ,4,N/A,16,3,1960,2017
2977,N/A,7,55,3,3,4,02/05/2019,3,3,3,4,4,4,3,4,3,3,17,N/A,3,TCHC,Evaluation needs to be conducted in 2 years,4156034,68,4,261  JARVIS ST ,3,N/A,13,4,1994,2017
2978,NA,4,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4156036,67,NA,17  RENWICK CRES ,NA,NA,14,NA,1996,2017
2979,5,12,164,4,4,4,11/04/2019,4,5,4,4,3,5,4,3,4,5,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4156043,82,4,275  CASSANDRA BLVD ,4,N/A,16,4,1965,2017
2980,4,3,12,N/A,4,4,03/20/2019,4,4,4,5,4,5,4,4,4,3,18,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4156417,80,4,41  GENERATION BLVD ,4,N/A,25,4,1975,2017
2981,3,13,178,3,3,2,01/03/2019,3,3,3,3,3,3,3,2,3,3,18,N/A,3,TCHC,Evaluation needs to be conducted in 1 year,4156429,58,3,5  BRAHMS AVE ,2,N/A,17,4,1971,2017
2982,5,17,243,5,5,5,11/04/2019,5,5,4,4,4,5,5,5,5,5,18,N/A,2,PRIVATE,Evaluation needs to be conducted in 3 years,4156433,91,5,111  PACIFIC AVE ,4,N/A,04,4,1986,2017
2983,3,4,35,N/A,4,5,01/16/2019,4,4,3,4,N/A,5,5,4,2,4,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4152647,81,5,1751  VICTORIA PARK AVE ,5,5,21,4,1960,2017
2984,5,7,100,5,4,4,11/21/2019,4,4,4,5,4,5,5,4,5,4,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152649,87,5,1759  VICTORIA PARK AVE ,4,4,21,4,1963,2017
2985,4,7,67,4,4,4,01/17/2019,3,4,4,4,N/A,5,4,4,2,5,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152650,80,5,1765  VICTORIA PARK AVE ,4,N/A,21,4,1961,2017
2986,N/A,4,36,3,4,3,01/03/2019,4,4,4,3,N/A,5,3,3,1,3,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152655,67,3,1817  VICTORIA PARK AVE ,3,3,21,4,1959,2017
2987,4,4,36,3,4,4,11/21/2019,4,3,4,3,N/A,5,3,4,4,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152656,76,4,1827  VICTORIA PARK AVE ,4,3,21,4,1959,2017
2988,4,8,89,4,4,4,11/21/2019,4,4,4,4,4,5,4,4,5,4,19,4,3,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4152659,82,5,1860  LAWRENCE AVE E,4,N/A,21,4,1978,2017
2989,4,3,30,N/A,4,4,12/13/2018,4,4,4,4,N/A,5,4,4,4,4,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152667,81,4,130  FOXRIDGE DR ,4,4,20,4,1962,2017
2990,5,6,102,4,4,4,11/20/2019,4,4,5,4,3,5,4,3,5,4,20,5,3,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4152677,81,5,835-841  BIRCHMOUNT RD ,3,3,20,4,1992,2017
2991,4,6,110,4,4,4,12/10/2018,4,4,4,4,N/A,5,4,4,4,4,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152681,80,4,2233  EGLINTON AVE E,4,N/A,20,3,1958,2017
2992,5,7,75,4,5,4,11/20/2019,5,5,5,5,N/A,5,3,3,4,4,17,N/A,5,PRIVATE,Evaluation needs to be conducted in 3 years,4152684,89,5,2323  EGLINTON AVE E,4,N/A,20,5,1962,2017
2993,4,7,68,4,4,4,11/25/2019,3,4,3,2,N/A,5,3,4,4,3,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153077,72,4,128  SHERIDAN AVE ,4,N/A,09,3,1966,2017
2994,N/A,5,35,N/A,3,3,11/21/2019,3,3,3,3,N/A,3,3,3,3,3,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4153078,63,4,301  LANSDOWNE AVE ,3,N/A,09,4,1932,NA
2995,N/A,3,32,N/A,4,3,02/12/2019,3,4,4,3,N/A,4,3,3,3,3,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4153587,67,4,383  SHERBOURNE ST ,3,N/A,13,3,1910,2017
2996,NA,17,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,Evaluation needs to be conducted in 2 years,4154075,74,NA,195  BARRINGTON AVE ,NA,NA,19,NA,1967,2017
2997,NA,4,42,N/A,4,4,NA,3,4,5,4,N/A,5,5,4,5,4,14,NA,NA,PRIVATE,Evaluation needs to be conducted in 2 years,4154084,74,5,470  MORTIMER AVE ,4,5,14,NA,1957,2017
2998,5,4,30,N/A,5,4,12/04/2019,5,4,4,5,N/A,5,4,4,4,5,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154087,91,5,125  COSBURN AVE ,5,N/A,14,5,1960,2017
2999,3,6,83,4,3,4,12/04/2019,2,3,3,4,N/A,4,4,3,4,3,18,N/A,2,PRIVATE,Evaluation needs to be conducted in 2 years,4154090,68,5,165  COSBURN AVE ,3,4,14,3,1950,2017
3000,3,6,37,1,3,3,12/04/2019,3,4,4,3,N/A,5,4,3,2,3,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154092,62,3,185  COSBURN AVE ,3,N/A,14,3,1960,2017
3001,4,4,33,N/A,3,2,12/04/2019,3,3,3,3,N/A,5,3,3,3,3,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154097,62,4,210  COSBURN AVE ,2,2,14,4,1968,2017
3002,4,12,153,4,4,4,12/04/2019,4,3,4,4,3,5,3,3,4,2,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154101,74,5,150  COSBURN AVE ,3,N/A,14,4,1962,2017
3003,NA,6,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4154109,72,NA,156  FLOYD AVE ,NA,NA,14,NA,1992,2017
3004,N/A,3,11,N/A,4,4,03/04/2019,4,4,4,4,N/A,5,4,4,4,4,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154587,81,4,19  ROSSEAU RD ,4,4,06,4,1955,2017
3005,4,4,30,4,4,4,03/01/2019,4,4,4,4,N/A,5,4,4,4,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154592,81,4,3890  BATHURST ST ,4,3,06,5,1958,2017
3006,4,7,67,3,3,3,02/21/2019,4,3,3,3,3,5,3,2,3,3,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154603,64,3,4160  BATHURST ST ,3,3,06,4,1964,2017
3007,N/A,4,32,N/A,4,4,02/22/2019,3,4,4,4,N/A,5,4,4,3,4,15,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4154976,79,5,195  VAUGHAN RD ,4,4,12,3,1920,2017
3008,N/A,4,52,N/A,4,3,02/19/2019,3,4,4,3,N/A,5,2,3,4,N/A,13,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4154988,68,2,231  VAUGHAN RD ,4,N/A,12,3,1926,2017
3009,N/A,4,32,N/A,4,3,03/07/2019,4,3,4,4,N/A,5,4,3,3,3,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4154990,74,5,1602  BATHURST ST ,3,N/A,12,4,1923,2017
3010,N/A,3,22,N/A,4,3,03/07/2019,3,3,5,4,N/A,5,3,4,4,3,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4154993,74,4,1594  BATHURST ST ,3,N/A,12,4,1948,2017
3011,3,3,25,N/A,4,4,11/27/2019,4,4,5,4,N/A,5,5,4,3,3,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154997,79,4,1650  BATHURST ST ,3,3,12,5,1930,2017
3012,N/A,3,21,N/A,3,3,03/04/2019,3,3,2,3,N/A,5,2,3,3,3,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155504,60,3,2507  LAKE SHORE BLVD W,3,3,03,3,1955,2017
3013,3,8,111,4,2,4,10/31/2019,3,4,4,3,N/A,5,4,4,3,3,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155511,71,4,2663  LAKE SHORE BLVD W,4,N/A,03,3,1953,2017
3014,N/A,3,12,N/A,4,4,10/30/2019,3,4,5,3,N/A,5,2,3,3,4,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155520,73,4,122  FIFTH ST ,4,N/A,03,4,1958,NA
3015,N/A,3,23,N/A,4,4,03/15/2019,4,4,4,4,N/A,4,4,3,3,3,16,5,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155526,76,4,68  FIFTEENTH ST ,4,N/A,03,3,1957,2017
3016,N/A,7,55,3,4,4,10/30/2019,3,4,3,3,4,5,4,4,3,4,18,4,3,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4155530,76,5,3078  LAKE SHORE BLVD W,3,N/A,03,5,1992,2017
3017,3,6,59,5,4,5,03/04/2019,4,4,4,4,N/A,5,4,4,5,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155907,83,5,99  MARLEE AVE ,4,3,08,4,1960,2017
3018,5,11,158,3,3,4,11/25/2019,3,4,5,4,5,5,5,4,5,4,19,5,3,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4155915,84,5,2015  LAWRENCE AVE E,3,N/A,21,5,1994,2017
3019,4,7,130,3,4,3,12/06/2018,4,3,3,4,4,5,4,3,4,4,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4156450,76,5,11  BERGAMOT AVE ,4,3,01,4,1960,2017
3020,NA,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,N/A,4620278,NA,NA,915  ST CLAIR AVE W,NA,NA,09,NA,1929,2019
3021,NA,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,Evaluation needs to be conducted in 1 year,4495076,65,NA,7  BIRCHLEA AVE ,NA,NA,03,NA,1955,NA
3022,N/A,3,11,N/A,4,4,02/14/2019,4,4,3,4,N/A,5,4,4,4,4,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4457100,79,4,1157  O'CONNOR DR ,4,N/A,19,4,1953,2019
3023,N/A,3,24,N/A,4,4,01/11/2019,3,4,4,4,N/A,5,4,4,4,4,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4415833,79,4,120  MAITLAND ST ,4,N/A,13,3,1928,2019
3024,N/A,3,26,N/A,4,4,01/08/2019,3,4,4,4,N/A,5,4,4,4,4,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4415696,80,4,432  JARVIS ST ,4,N/A,13,4,1928,2018
3025,N/A,8,46,4,4,4,04/18/2018,4,3,3,3,4,5,4,4,4,4,17,4,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4356202,78,4,36  SPENCER AVE ,4,N/A,04,4,2017,2018
3026,N/A,28,638,3,5,5,11/04/2019,3,4,4,4,3,5,4,3,4,5,18,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4365726,77,5,2360  DUNDAS ST W,2,N/A,04,3,1976,2018
3027,N/A,3,12,N/A,4,4,12/05/2018,4,4,4,4,N/A,5,4,4,4,4,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4316599,80,4,993  O'CONNOR DR ,4,N/A,19,4,1951,2018
3028,5,8,74,4,4,4,11/27/2019,4,4,3,4,5,5,4,4,5,4,19,N/A,5,PRIVATE,Evaluation needs to be conducted in 3 years,4245676,84,4,321  CHAPLIN CRES ,4,4,12,4,1967,2017
3029,N/A,4,15,N/A,4,4,02/12/2018,3,4,4,4,N/A,4,5,4,2,4,17,4,4,PRIVATE,Evaluation needs to be conducted in 2 years,4317588,76,3,3015 A  QUEEN ST E,4,4,20,4,1954,2018
3030,3,13,128,4,3,4,12/18/2018,4,4,4,4,4,4,4,3,5,4,18,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4232592,78,5,53  WARRENDER AVE ,4,3,02,4,1971,2017
3031,4,8,135,4,4,4,12/21/2017,4,4,4,4,3,5,3,4,4,4,20,4,2,TCHC,Evaluation needs to be conducted in 2 years,4274213,75,4,20  VANAULEY ST ,3,3,10,4,1986,2017
3032,N/A,3,16,N/A,2,2,03/22/2019,3,2,2,2,N/A,3,3,3,3,N/A,14,N/A,3,PRIVATE,Building Audit,4250094,50,2,81  WILSON PARK RD ,2,N/A,04,3,1922,2018
3033,N/A,3,47,N/A,4,4,03/14/2019,4,4,4,4,N/A,5,4,4,4,4,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4254270,81,4,139  EIGHTH ST ,4,N/A,03,4,1960,2017
3034,4,4,47,4,4,4,03/14/2019,4,4,4,4,4,5,4,4,4,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4254274,81,4,143  EIGHTH ST ,4,N/A,03,4,1960,2017
3035,5,7,83,5,4,5,10/29/2019,5,4,4,4,4,5,4,5,5,4,19,N/A,5,TCHC,Evaluation needs to be conducted in 3 years,4286235,91,5,8  BROADWAY AVE ,5,3,15,5,1993,2017
3036,N/A,3,41,N/A,4,4,10/30/2019,4,4,4,4,N/A,5,4,4,4,4,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4252925,81,5,90  TWENTY FIFTH ST ,3,N/A,03,4,1970,2017
3037,N/A,4,24,4,4,4,03/06/2019,4,4,4,4,3,5,4,3,4,3,16,N/A,N/A,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4250262,78,4,805  BLOOR ST W,4,N/A,11,4,1989,2017
3038,N/A,6,115,3,4,4,11/19/2019,3,3,4,4,3,3,3,3,3,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4288923,67,5,2431  FINCH AVE W,2,2,07,3,1959,2017
3039,N/A,3,36,N/A,5,4,12/28/2018,4,3,3,2,N/A,5,3,5,4,4,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4250641,80,5,338-342  DONLANDS AVE ,5,N/A,14,4,1949,2018
3040,N/A,7,102,4,4,4,12/02/2019,4,5,5,4,4,5,4,4,4,4,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4235524,84,3,1920  YONGE ST ,4,N/A,12,5,1996,2017
3041,NA,10,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,Evaluation needs to be conducted in 2 years,4232801,67,NA,4  ANTRIM CRES ,NA,NA,21,NA,1989,2017
3042,3,3,304,5,4,4,11/07/2019,4,3,3,4,5,5,5,3,5,5,19,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4228864,84,5,2911  BAYVIEW AVE ,3,N/A,17,5,1964,2017
3043,4,8,55,4,4,5,11/26/2019,4,4,4,4,4,5,4,4,4,N/A,18,4,3,PRIVATE,Evaluation needs to be conducted in 3 years,4255628,82,5,50  SPADINA RD ,4,N/A,11,4,2007,2017
3044,N/A,3,16,N/A,4,4,01/30/2019,3,4,4,3,N/A,5,3,3,4,4,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4228766,76,4,2218  QUEEN ST E,4,N/A,19,4,1905,2017
3045,N/A,4,13,N/A,4,4,01/18/2019,4,4,4,4,N/A,5,4,4,3,4,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4281935,79,5,9  BEXHILL CRT ,3,4,02,3,1952,2017
3046,N/A,3,40,5,4,3,01/02/2019,3,5,3,5,N/A,5,4,4,3,4,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4281257,75,3,1395  SHEPPARD AVE W,2,N/A,06,3,1960,2017
3047,N/A,3,12,N/A,3,3,02/27/2018,4,4,3,4,N/A,5,3,3,3,4,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4326897,72,3,1139  O'CONNOR DR ,4,N/A,19,4,1951,NA
